번호,지역명,정책명,정책유형,정책소개,사업운영기간,사업신청기간,주관기관
51,경기,2025년 대학생 행정체험연수 1기 모집 공고,일자리,겨울방학기간 동안 과천시 거주 대학생들에게 행정체험연수를 통한 시정이해의 기회와 일자리를제공하기 위하여 다음과 같이 과천시 동계 행정체험연수생을 모집합니다.,,"2024-12-10~2024-12-13
2024-12-10~2024-12-13",과천시
52,경기,2025년 상반기 청년(구.대학생) 아르바이트 모집,일자리,2025년 상반기 청년(구.대학생) 아르바이트 모집,,"2024-12-09~2024-12-13
2024-12-09~2024-12-13",광명시청
53,경기,2024년 신혼부부 및 청년 전월세 대출이자 지원사업 공고(11차),주거,광명시에서 2024년 신혼부부 및 청년 전월세 대출 이자 지원계획을 아래와 같이 공고합니다.,,"2024-12-09~2024-12-20
2024-12-09~2024-12-20",광명시청
54,경기,2025년 동계 부업대학생 모집공고,일자리,연천군에서 2024. 12. 23.(월) ~ 2025. 02. 21.(금)까지 운영하는 『2025년 동계 부업대학생』참여자를 다음과 같이 모집하오니 성실하고 책임감 있는 연천군 관내 거주 대학생 여러분들의 많은 신청 바랍니다.,,"2024-12-04~2024-12-11
2024-12-04~2024-12-11",연천군청
55,인천,남동구 청년참여단 운영,참여.권리,"청년의 소통과 참여를 확대하고 청책수요 발굴 및 청년당사자 의견수렴으로
청년의 능동적인 사회 참여 및 청년활동 지원",,,남동구
56,인천,남동구 청년공간 청년꿈터 운영,참여.권리,"남동구 청년의 소통공간인 ""청년꿈터"" 운영을 통한 청년 네트워크 활성화",,,남동구
57,인천,청년월세 한시 지원사업,주거,청년기본법」및 「인천광역시 청년 기본 조례」에 따른 청년으로 19 ~ 39세 이하인 부모님과 별도 거주하는 무주택자에게 1일 월 20만원까지 최대24개월 월세지원,2022년~2027년,20240226 ~ 20250225,남동구
58,인천,청년미디어타워 운영,복지.문화,청년 미디어 타워를 운영하여 청년 미디어 창작활동 지원,2025.1월~12월,,남동구
59,인천,남동형 청년재직자 내일채움공제 플러스 사업,일자리,"중소기업 사업주와 청년 근로자, 정부가 3년간 공동으로 적립한 공제금을 3년 만기 시 장기 재직한 청년 근로자에게 성과보상금 형태로 지급",2024년~2028년,,남동구
60,인천,청년창업지원센터 운영,일자리,스타트업 청년 창업자에 대한 체계적인 지원을 통한 창업 성공 및 남동구 우수한 청년 기업 육성,2025.1월~12월,,남동구
61,인천,2025년 청년도전지원사업,일자리,"구직단념청년 등을 대상으로 맞춤형 프로그램을 제공하고, 청년의 구직의욕 고취, 노동시장 참여 및 취업촉진을 지원하는 사업",,20250210 ~ 20250328,고용노동부
62,경기,꿈이룸 프로젝트,일자리,"광주시에 주민등록을 둔 18~39세 청년 구직자(고교졸업예정자포함) 또는
광주시 소재 대학교에 재학(휴학)중인 취업준비생의 면접 준비 부담 해소 및 구직비용 절감을 위해 면접정장을 횟수 제한 없이 대여해주며 연간 1회에 한하여 증명사진 촬영을 지원",,,기획재정국
63,경기,2025년 상반기 경기도 학자금 대출이자 지원,교육,한국장학재단에서 대출받은 학자금의 직전 6개월간 발생한 이자 지원,2025년 상반기,20250102 ~ 20250214,미래평생교육국
64,경기,용인청년 창업지원주택,주거,경기주택도시공사가 신축 주택을 매입하여 용인청년 1인 창조기업인에게 직‧주 혼합 소호(SOHO)형 주택을 주변시세의 30~50% 이하로 임대,,20250113 ~ 20250124,용인시
65,인천,청년센터 서구1939,복지.문화,"청년활동, 커뮤니티 지원, 역량강화 등 청년의 삶 전반을 아우르는 프로그램 및 청년정책정보를 지원하는 종합지원, 활동거점 공간",상시,,서구
66,인천,정서진 아라뱃길 청년창업공간 지원사업,일자리,- 서구에서 창업에 도전하는 청년에게 다양한 지원을 통한 자생력 강화,,20250201 ~ 20250331,서구
67,인천,중소기업 재직청년 복지공유제,복지.문화,중소기업 재직 중인 인천광역시 서구 청년들에게 대기업 및 유관기관의 시설 · 복지 공유,,20250301 ~ 20251231,서구
68,인천,취업성공 디딤돌 청년인턴 사업,일자리,인천광역시 서구 관내 19-34세 미취업 청년들에게 공공기관 행정인턴 업무 경험 제공 및 취업역량강화 교육 지원,신청기간은 내부사정에 따라 변경 가능,20250601 ~ 20251130,서구
69,경기,청년 면접 지원 사업,일자리,청년 실업률 및 구직기간 장기화로 어려움을 겪는 지역 청년들에게 면접 지원을 통해 취업부담 경감 및 적극적 구직활동 지원,,,가평군
70,인천,청년의 사회적 고립 해소를 위한 지원사업,복지.문화,지역 자원을 활용하여 사회적 고립 청년의 사회 복귀를 지원하고 청년 정책의 사각지대를 해소하고자 함,,20250501 ~ 20250531,서구
71,경기,청년층 정신건강 서비스 강화,복지.문화,정신질환 조기발견 및 개입을 통한 만성화 방지,연중,,경기도
72,경기,2025년도 장애인일자리(일반형) 참여자 모집 공고,일자리,2025년도 장애인일자리(일반형) 참여자 모집을 아래와 같이 공고합니다.,,"2024-12-02~2024-12-04
2024-12-02~2024-12-04",시흥시청
73,경기,2025년 장애인 일반형일자리사업 참여자 모집,일자리,"우리 시에서는 장애인의 사회참여 확대와 자립을 지원하기 위하여
2025년도 장애인 일반형일자리사업 참여자를 모집하오니 많은 신청 바랍니다.",,"2024-11-25~2024-11-29
2024-11-25~2024-11-29",양주시
74,경기,2025년 겨울방학 「대학생 행정인턴」 모집 공고,일자리,평택시에서는 방학기간 동안 공공기관에서의 현장 경험을 통한 직무역량 강화 및 시정에 대한 올바른 이해를 돕는 기회를 제공하기 위하여 다음과 같이 2025년 겨울방학 「대학생 행정인턴」을 모집합니다.,,"2024-11-27~2024-12-06
2024-11-27~2024-12-06",평택시
75,경기,2025년 장애인일자리사업 참여자 모집,일자리,장애인의 사회참여 확대와 소득보장을 지원하기 위하여 2025년 장애인일자리 사업에 참여하실 장애인을 모집하오니 많은 지원 바랍니다.,,"2024-11-27~2024-11-29
2024-11-27~2024-11-29",포천시청
76,경기,안산시 여성안심패키지 지원사업 대상자 추가 모집,복지.문화,안산시에서는 범죄예방 및 여성의 안전한 일상을 위해 「2024년 안산시 여성안심패키지 지원사업」 대상자를 다음과 같이 추가 모집합니다.,,"2024-11-18~2024-11-29
2024-11-18~2024-11-29",안산시
77,경기,제4기 남양주시 청년정책협의체 청년위원 모집 공고,참여.권리,"「남양주시 청년 기본 조례」제15조에 따라 청년의 시정참여를 활성화
하고, 다양한 정책발굴을 실현하고자 「제4기 청년정책협의체 위원을
모집」하오니 많은 참여 바랍니다.",,"2024-11-20~2024-12-06
2024-11-20~2024-12-06",남양주시
78,경기,"2025년 장애인일자리사업(전일제, 시간제, 보조기기관리사) 참여자 모집",일자리,동두천시에서는 장애인의 사회참여 확대와 소득보장을 지원하기 위하여 장애인일자리사업 참여자 채용을 다음과 같이 공고합니다.,,"2024-11-18~2024-11-27
2024-11-18~2024-11-27",동두천시청
79,경기,2024년 제6기 수원 청년희망드림 프로그램 참여자 모집,일자리,「수원 청년 희망드림」 취업지원교육은 수원일자리센터에서 운영하는 맞춤형 취업 역량 강화 교육입니다.,,"2024-11-18~2024-11-29
2024-11-18~2024-11-29",수원시
80,경기,2024년 「경기 저소득층 전세금 대출보증 및 이자지원사업」신청자 모집 공고(기간연장),주거,"경기도는 금융권에서 임대보증금 대출이 어려운 저소득 가구*를 대상으로, 주거비 완화 및 주거안정 도모를 위해 ｢경기 저소득층 전세금 대출보증 및 이자지원사업｣을 시행 할 예정이오니 아래의 공고내용을 참고하여 신청하여 주시기 바랍니다.",,"2024-11-06~2024-12-20
2024-11-06~2024-12-20",경기도청
81,경기,2025 동계 대학생 지방행정체험연수생 선발,일자리,성남시에서 예비 사회초년생인 대학생들에게 졸업 전 다양한 현장경험의 기회를 제공하고자 2025년 동계 대학생 지방행정체험연수생을 아래와 같이 모집 공고합니다.,,"2024-11-22~2024-12-02
2024-11-22~2024-12-02",성남시청
82,경기,수원시 여성안심 패키지 지원사업 대상자 모집 안내(3차),복지.문화,수원시에서는 범죄예방 및 여성의 안전한 일상을 위해 「2024년 여성안심 지원사업」대상자를 아래와 같이 3차 모집 합니다.,,"2024-10-17~2024-11-29
2024-10-17~2024-11-29",수원시
83,경기,제3기 의정부시 청년협의체 위원 충원 모집 공고,참여.권리,「의정부시 청년 기본 조례」제11조(청년협의체 구성·운영)에 따라 청년이 직접 정책 의제를 발굴 및 제안하고 청년 네트워킹 활동 등을 기획하는 제3기 의정부시 청년협의체 위원을 다음과 같이 공개 모집합니다.,,"2024-11-20~2024-12-05
2024-11-20~2024-12-05",의정부시청
84,경기,미취업 청년 지원사업(ALL-Pass)(12월),일자리,성남시에서는 미취업 청년들을 대상으로 구직활동에 필요한 자격증 시험 응시료와 수강료를 지원하는 「미취업 청년 지원사업[ALL-Pass]」 참여자를 아래와 같이 모집하오니 많은 신청 바랍니다.,,"2024-03-01~2024-12-31
2024-03-01~2024-12-31",성남시
85,경기,2025년 동계 대학생 행정체험연수 참여자 모집,일자리,2025년 동계 대학생 행정체험연수 참여자 모집,,"2024-11-22~2024-11-29
2024-11-22~2024-11-29",안양시청
86,경기,2025년 경기 동두천시 장애인일자리사업(복지일자리 참여형) 참여자 모집,일자리,2025년 경기 동두천시 장애인일자리사업(복지일자리 참여형) 참여자 모집,,"2024-11-18~2024-11-27
2024-11-18~2024-11-27",동두천시 장애인단체 총연합회
87,경기,2024년 동두천시 신혼부부 청년 전월세보증금 대출이자 지원사업 추가모집,주거,신혼부부·청년 전·월세대출 보증금 이자 지원사업 추가모집 안내,,"2024-11-25~2024-12-06
2024-11-25~2024-12-06",동두천시청 복지정책과
88,경기,경기 시흥시 집수리 지원 사업,주거,"소득평가액 기준중위소득 60%이하 가구의 도배, 장판, 창호, 단열 등 가구당 300~600만원 내외의 집수리 지원",,"상시, 1회성",시흥시청 주택과
89,경기,"2024년「과천시, 태양광 닥터」 참여희망자 모집 안내",복지.문화,"과천시는 시민과 함께하는 탄소중립 에너지 시책추진 및 건전한 에너지 문화 정착을 위하여, 기 설치된 태양광 발전설비의 점검을 제공하고자 다음과 같이 안내합니다",,"2024-11-22~2024-11-25
2024-11-22~2024-11-25",과천시 기후환경과
90,경기,2024년 경기도 누구나 돌봄 서비스,복지.문화,경기도민에게 더 고른 삶의 기회를 제공하는 누구나 돌봄,,2024.01.22 (월) 10:00 ~,경기도청
91,경기,2025년 장애인일반형일자리(전일제 및 시간제) 참여자 모집 공고,일자리,"장애인복지법 제21조(직업), 장애인복지법시행령 제13조2(장애인일자리사업 실시)에 따라 '2025년도 장애인일반형일자리(전일제 및 시간제) 참여자 모집 공고문'을 게재하고자 합니다.",,"2024-11-20~2024-11-26
2024-11-20~2024-11-26",의정부시
92,경기,"2025년 장애인일반형일자리사업(전일제, 시간제) 참여자 모집",일자리,우리 시에서는 장애인의 사회참여 확대와 소득보장을 도모하기 위하여 일반형일자리 사업에 참여하실 장애인을 아래와 같이 모집하오니 많은 지원 바랍니다.,,"2024-11-15~2024-11-25
2024-11-15~2024-11-25",군포시청
93,경기,2025년 장애인일자리(행정도우미) 참여자 모집공고,일자리,이천시에서는 장애인의 사회참여 확대와 소득보장을 도모하기 위하여 일반형일자리 사업(행정도우미)에 참여하실 장애인을 모집하오니 많은 지원 바랍니다.,,"2024-11-11~2024-11-25
2024-11-11~2024-11-25",이천시청
94,경기,2025년 청년어촌정착지원 사업신청접수 알림 공고,복지.문화,"1. 해양수산부에서는 어업, 양식업 등에 관심있는 우수한 청년 인력에게 어촌 창업과 유입 등을 유도하기 위해 정착자금을 지원함으로써 청년 일자리 창출과 어촌 고령화 문제를 해결하고자 「청년어촌정착지원」사업을 추진하고 있습니다.

2. 이와 관련, '25년 청년어촌정착지원 사업대상자 수요조사를 실시하오니, 우리군에서 신청 희망하시는 청년 어업인께서는 연천군청 축산과(농업기술센터 1층)로 방문하시어 11월 28일까지 첨부서류제출, 신청함을 공고합니다.",,"2024-11-18~2024-11-28
2024-11-18~2024-11-28",해양수산부
95,경기,2024년 경기도 청년 복지포인트 3차 모집 공고(연 120만원),복지.문화,경기도내 청년 노동자 대상 복지포인트 지급을 통한 복지 증진,,"2024-10-01~2024-10-11
2024. 10. 1.(화) 09:00 ~ 10. 11.(금) 18:00",경기도일자리재단
96,경기,2024년 화성시 청년활동포인트제 참여 신청(4차),참여.권리,"화성시는 지역사회에 대한 청년의 관심 고취 및 청년의 사회참여 활동
만족도 제고를 위하여 다음과 같이 「2024년 화성시 청년활동포인트제」
참여자를 모집하오니 청년 여러분의 많은 참여 바랍니다.",,"2024-10-07~2024-11-15
2024-10-07 09:00 부터
2024-11-15 23:59 까지",화성시청
97,경기,포트폴리오 UP 참여자 모집,교육,"경기도일자리재단 경기IT새일센터는 UX/UI 신입 및 주니어 디자이너 대상, 전문 멘토와의 매칭을 통한 포트폴리오 코칭으로 포트폴리오의 수준을 향상시킬 기회를 제공하고자 합니다.
실무 프로젝트 중심의 포트폴리오를 제작하고 역량도 UP, 연봉도 UP시킬 수 있는 경기IT새일센터의 역량개발 교육과정에 무료로 참여할 수 있는 기회를 꼭 붙잡으세요~!!",,"2024-09-02~2024-10-16
신청기간 : 2024-09-02 09:00~2024-10-16 23:59
▶교육기간: 2024. 10. 21.(월) ~ 10. 25.(금) (월~금 9:30~16:00)
(1일 6시간, 총 30시간)
▶교육방법: 실시간 온라인(ZOOM) 강의",경기도일자리재단
98,인천,청년 웰컴페이(이사비) 지원사업,주거,이사빈도가 높은 청년들의 주거비 부담 완화 및 주거 불안정 해소를 위해 이사 소요비용(이사비·부동산 중개보수 비용·입주청소비) 지원,,"2024-06-01~2024-11-30
2024.06.01 ~ 2024.11.30",인천광역시 동구
